SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss
4919,SOSHHXZ12A58A7924C,7982,The Sound Of White - Australian Version,AROOKC21187B9AE85C,Missy Higgins,267.65016,2,0.563,139.018,5,0.426,The Special Two (Australian Version),0,0.215080319
4920,SOALEHA12A8C13ECB3,307618,Timeless,ARF3GX71187FB3EB66,Martina McBride,155.97669,7,0.735,168.08,4,0,Thanks A Lot,2005,0.413739836
4921,SOACCLQ12A6D4F7F64,75113,Barsat,ARAXVPF1241B9C9684,Kuldeep Paras,301.84444,8,0.115,104.02,1,0.777,Ek Pegh,0,0
4922,SOQDCJO12A6701C086,9683,Scratch The Surface,ARHL8SP1187B98F8A3,Sick Of It All,223.7122,4,0.307,101.143,7,1,Consume (LP Version),1994,0.270775999
4923,SOCPLZA12AB018ED00,728459,Washboard Kings,ARWQ2DR1187B98FF28,Ma Rainey & Her Tub Jug Washboard Band,181.86404,10,0.07,104.717,1,0,"bHear Me Talkin To You""""",0,0
4924,SOJOBPR12A8C13A022,206449,Resurrection,AROP6331187FB398F7,Festival,281.57342,6,0.375,125.778,3,1,Festival Resurrection (Outro),0,0.319565987
4925,SOSCXBY12A8AE469FF,234155,Amanaj\xc3\xa9,ARMEADM11F50C4FDC7,Amanaj\xc3\xa9,283.6371,5,0.038,86.679,5,0.801,Herval na percaria,0,0
4926,SOGHTLP12AB0187CE8,514617,Nicho... En El Bar 2,ARRS5961187B99F9DE,Nicho Hinojosa,188.36853,11,0.339,98.705,4,0.375,Tus Viejas Cartas,2001,0.561428518
4927,SOZUEFV12A8C141169,223123,All Good Things,ARRW6DJ1187FB50A67,Pacha Massive,300.93016,9,0.378,125.994,4,0.023,Drive,2007,0.558033229
4928,SOGBKCK12AF72A0051,514650,Cronicas De Un Laberinto,ARXRK5A1187FB3EAC6,Jaguares,308.4273,7,0.564,124.057,4,0.704,Esta Muy Claro,0,0.38293509
4929,SOCVAKZ12AB0184D4F,808649,"bLodio del mondo rese luomo schiavo dellamore""""",ARZBYDY1187FB46DD7,Cali,158.95465,2,0.459,87.365,4,0.538,Un nuovo giorno,0,0
4930,SOBEGZR12AB0182008,467049,Ed Bruce (A.K.A Edwin Bruce) Selected Hits,AROBI4X1187B99550D,Ed Bruce,165.25016,9,0.808,103.431,1,0,"bRuby Dont Take Your Love To Town""""",0,0
4931,SOLQWHJ12A8C135A13,200895,Metro: Greatest Hits,ARYBGMF1187FB4D82C,Berlin,231.18322,11,0.082,131.989,4,0,"bNow Its My Turn (Aqualite Mix)""""",2004,0.215080319
4932,SOTSZWM12A6D4FC559,126095,The Chameleon Funk Sessions,ARJASH411C8A42B443,Mocambo Allstars,231.81016,0,0.203,116.484,4,0.897,Brampton Boogaloo,0,0
4933,SOHMDWX12A6D4F778A,24441,20 Favorites,ARHT0B11187B993CB3,Eddy Raven,223.26812,7,0.094,119.657,4,0.356,Angel Fire,0,0
4934,SOOWTAM12A8C14216F,316262,Mt. Wilson Repeater,ARZYFWI11F4C84225,Mt. Wilson Repeater,299.88526,7,0.061,99.87,4,0.807,The Conversation,0,0
4935,SOFIURK12A8C134C4F,287960,Hijas Del Tomate,ARWG0541187FB364EC,Las Ketchup,195.73506,1,0.741,90.545,4,0.548,Tengo Un Novio T\xc3\xa1ntriko,2002,0.541960901
4936,SODBKLI12AB01846B6,602256,Everybody is Someone,AR0ZBRM1187FB54F5E,Dala,240.27383,9,0.366,121.967,4,0.919,Alive,2009,0.610457375
4937,SOIUOAU12A8C13EBC3,309494,The Complete Limelight Session,ARUJZFJ1187B9B135F,Shania Twain,223.00689,9,0.659,113.846,4,0.791,Two Hearts One Love,1999,0.457447167
4938,SOQKUXE12A8C139BE8,300080,Ich bin jung und brauche das Geld,ARI6CSW1187B9AF09A,Eko Fresh feat. G-Style,266.57914,6,0.211,93.203,4,0.965,Ich bin jung und brauche das Geld,2003,0.270775999
4939,SOCUMWJ12A58A77ED5,473726,Cross Country,ARN1J741187B99EFB9,Cross Country,168.77669,9,0.781,129.169,4,0.74,A Fall Song,2009,0.212045405
4940,SOBAVLJ12A6D4F7F0F,40029,Sexo_ Pudor Y Lagrimas: Remixes,ARW70HR1187B9A358C,Aleks Syntek,350.11873,10,0,147.941,4,0.771,Sexo_ Pudor Y L\xc3\xa1grimas (Drum & Bass Mix),0,0.597597786
4941,SOVBJGB12AB01802A5,345588,The Gentle Touch,AR9JLBU1187B9AAEC4,Danny Williams,249.93914,3,0.641,143.869,4,0.255,The Rainbow Bridge,0,0.2391456
4942,SOLLOSO12AB0184A7A,588222,Anywhere But Home (Live),ARVXU2X1187B9AE6D8,Evanescence,255.13751,2,0.61,87.522,4,1,Missing (Live in Europe),0,0.732895806
4943,SONFRWI12AC3DF99FA,776252,Legendary,ARNAIMI1187FB5733C,Rick Ross,105.69098,8,0.581,125.804,4,1,Single Again (Remix),0,0.355285536
4944,SOJDMEC12A67AE0C83,174180,Fuse Box Glo / Mezzamorphis,ARUHT3M1187FB44FB4,Delirious,225.14893,2,0.554,91.162,4,0.289,God You Are My God,2000,0.304169503
4945,SOIRJSM12A8C14299D,610719,Huntington Beach,ARDK6QW1187B9B8D85,UK Subs,136.77669,4,0.84,137.277,1,0,Sk8 Tough,1986,0.215080319
4946,SOXPATI12AC907193E,693114,Above The Noise,ARI6NMB1187FB3FE1E,Jaime Jamgochian,231.60118,7,0.661,151.939,4,0.769,God Unchanging,2008,0.265861049
4947,SOAMIZZ12AB0182A28,360241,Mr. McGregor,ARX5XTP1187FB3D8CC,Freddie McGregor,185.83465,5,0.07,167.48,4,0.201,Zion Chant (Album Version),0,0.450992312
4948,SODTTUB12AB0184F48,338588,Chinese Democracy,ARM7EDF1187B9B3FA1,"bGuns N Roses""""",352.96608,9,0.096,85.239,4,0.67,Catcher In The Rye,2008,0.710365671
4949,SODEVLC12AB0181F63,545985,Steel Box Collection - Candy Lo,AR126G61187B9B88A6,Candy Lo,210.6771,5,0.64,107.983,3,0.543,Suan Shu,0,0.383934684
4950,SOQXNZU12AB0186032,564601,Street Singer,ARMBDNQ1187FB3F3EC,Arthur Tracy,195.082,10,0.368,76.161,3,0.753,Marta (Rambling Rose Of The Woods),0,0.266955186
4951,SOBACYS12A8C13D6A4,262524,Future Development,ARV4KO21187FB38008,Del The Funky Homosapien,316.60363,6,0.788,83.646,4,0.647,Why You Wanna Get Funky...,1998,0.636287224
4952,SOFYGSX12A8C144D43,375651,The Complete Hi Recordings of Charlie Rich,AR0B1CH1187FB3A824,Charlie Rich,174.18404,0,0.285,93.03,4,0.806,Cold_ Cold Heart,0,0
4953,SOECXXF12AB0180834,506581,Laughter At Dawn,ARWGIOC1187FB4CBEF,Jim Chappell,296.12363,2,0.196,69.147,4,0.578,Moonlight Boy,0,0.594483379
4954,SOHCMZK12A6D4F8933,56715,Speaking In Tongues [w/Bonus Tracks & Interactive Booklet],ARROQSO1187B9AEB80,Talking Heads,348.78649,10,0.032,116.125,4,0.772,Two Note Swivel (Unfinished Outtake),2005,0.629476733
4955,SOQJPYF12AF72AA8E2,391562,Riot Act,ARFVYJI1187B9B8E13,Pearl Jam,268.69506,10,0.197,94.916,4,0.543,You Are,2002,0.758095181
4956,SOIABUP12AAF3B55F2,322542,Magique,ARZBYDY1187FB46DD7,Cali,90.33098,0,0.123,75.25,4,0.911,Betty Et Tommy (Instrumental),0,0
4957,SOULTKQ12AB018A183,803358,B.o.B Presents: The Adventures of Bobby Ray,ARKQQZA12086C116FC,B.o.,269.63546,10,0.403,104.038,4,0.742,"bNothin On You [feat. Bruno Mars] (Album Version)""""",2010,1
4958,SOVQPMO12A6D4F8B8E,56247,Made In Italy,ARQVLQJ1187B98F11F,Mau Mau,233.40363,7,0.353,195.874,3,0.62,Balon Combo,1994,0.265861049
4959,SOPMWKF12AC961828D,599504,Spirits In The Material World: A Reggae Tribute To The Police,ARN1SGT1187B9AC5A4,Inner Circle,227.81342,0,0.783,90.018,4,0.144,"bBeds Too Big Without You""""",2008,0
4960,SOQHWMN12A6701E2D9,9844,Siren Song Of The Counter-Culture,ARZWK2R1187B98F09F,Rise Against,200.12363,6,0.823,184.591,3,0.923,Swing Life Away,2003,0.875510884
4961,SOXVGNX12A8C13D8A3,297928,Live At Vega,AR0N8D61187FB3D0D6,Kaizers Orchestra,317.49179,6,0.472,108.377,4,0.904,Ompa Til Du D\xc3\xb6r,0,0.702102057
4962,SOUTNFH12A6D4FC642,60046,Patchwork,ARQXAUH1187B9BA010,Bobbie Gentry,261.09342,7,0.396,141.052,4,0,Miss Clara/Azusa Sue,0,0.251902189
4963,SOKHGCN12A8C13CFFE,166506,"bIm Gonna Lasso Santa Claus""""",ARRYZAA11F4C83B663,Maddox Brothers and Rose,145.162,2,0.931,99.6,4,0.184,Jingle Bells,0,0.408110884
4964,SOVDSBD12A8C13DF47,114949,Live Free Or Die Hard,AR9YV621187B99373E,Marco Beltrami,91.37587,11,0.632,119.729,4,0,Dead Hackers,2007,0.405115722
4965,SOLRAOA12A8C14067C,304110,Miyela Africa,ARW1DZQ1187B9A18E0,Vusi Mahlasela,297.56036,0,0.846,77.39,3,1,Miyela Afrika,0,0
4966,SOMVGXD12A3F1EA10C,615062,Kix,AR3SEQM1187B98E9E8,Kix,191.13751,1,0,162.944,4,0.452,Contrary Mary  (LP Version),0,0.239629098
4967,SOKKPPQ12AB018681D,506581,Laughter At Dawn,ARWGIOC1187FB4CBEF,Jim Chappell,241.8673,9,0.355,88.479,3,0.735,First Kiss,0,0.473346541
4968,SOHBOGO12A8C13B8F8,109210,Believe In Me,AR219DK1187FB4CEFC,AT,479.76444,11,0.615,129.993,4,0,Believe In Me (Clubb Mix),2005,0.576002203
4969,SOVMULC12A670215AE,7133,The Best Of Both Worlds,ARNLO5S1187B9B80CC,Van Halen,101.45914,3,0.42,96.714,5,0.544,Eruption (Remastered Album Version),0,0.524822258
4970,SOQCRRU12AF72A4AD2,579650,Anthems For The Imperfect,ARQ0BZY1187B99F093,Everyday Sunday,160.46975,1,0.277,194.107,4,0.037,Comfort Zone,2004,0.355285536
4971,SOCFRRJ12A8C135707,569755,Day Trip/Tokyo Day Trip,AR1CD5Z1187B98F2C2,Pat Metheny,711.70567,7,0.61,108.407,3,0.705,Traveling Fast,2008,0.386790177
4972,SOKQGOQ12A8C13931A,42204,"bPills n Thrills And Bellyaches""""",ARPATQ21187B9ACAFC,Happy Mondays,200.80281,11,0.504,113.781,4,1,"bGrandbags Funeral""""",1990,0.592054388
4973,SOARLQW12A6D4FAC77,176242,Da Bomb Vol 6,ARJ4B7V1187FB4CB90,DJ Godfather,45.08689,10,0.187,170.548,1,0,From Da Back,2003,0
4974,SOBCRBS12A6D4FBC7A,239681,Louisiana Blues And Zydeco,ARDL6T21187FB36FDD,Clifton Chenier,191.13751,11,0.569,203.773,4,0,"bCliftons Two Step""""",0,0.249065795
4975,SOAXEBM12AB017E5F9,345564,Sir Bernard The Good Knight!,ARID75M1187B9B8341,Steve Green,126.37995,2,0.306,71.065,1,0.282,Launder_ Lather_ Swab & Shower,0,0
4976,SOYWTMP12AB017B32,386910,Toby Love,ARQEPTZ1187FB4CD36,Toby Love Feat. Girlz Talk,230.86975,0,0.496,127.971,4,0.55,Yo Quiero Saber,0,0
4977,SOZSESR12AC468B782,735578,The Chi-Lites Live In Concert,ARUEYGC1187FB3D94,The Chi-Lites,274.83383,9,0.401,139.925,4,0,The Coldest Days Of My Life,1972,0.473912518
4978,SOMCXMF12A6D4FA0EA,53172,Para Sempre,AR6C8EJ1187FB3F473,Nelson Ned,149.4722,7,0.482,164.983,3,0,Antes Que Seja Tarde,0,0
4979,SOSEGYU12AB01847FF,578298,Signature Songs,ARLQ5EV1187FB4491D,Don Francisco,395.15383,9,0.168,97.115,4,0.358,Gotta Tell Somebody,1991,0.265861049
4980,SOJLUMZ12AB0186CA1,658023,KPM 1000 Series: Gentle Sounds (Volume 2),AR2D0XK1187B98EC4A,Johnny Pearson,153.70404,5,0.274,113.761,4,0,Purple Haze,0,0
4981,SOGCKGR12AB0184479,800541,"bMuadDib""""",ARATH401187B98A7DE,YZ,247.82322,1,0.608,74.413,4,1,More than War,0,0
4982,SOQIDYH12A6D4F79EA,22385,Comatised,ARSQW3I1187B9ACD14,Leona Naess,199.07873,11,0.121,93.259,4,0.863,Chase,2000,0.587322522
4983,SOXEXXA12A8C140B83,312177,Fans,ARF2EHS1187B994F4E,Kings Of Leon,211.40853,7,0.37,125.19,4,0.98,Woo Hoo,2007,0.657074962
4984,SOSOZDV12A8C1363A0,289460,The Best Of,AREZWC61187FB52DCF,Johnny Nash,161.67138,2,0.56,170.987,4,0.471,Loving You,0,0.265861049
4985,SODNCTF12AB0187B92,556971,Emotion,ARF3GX71187FB3EB66,Martina McBride,230.66077,6,0.788,159.886,4,0.822,Make Me Believe,1999,0.38293509
4986,SONABHP12A8C137026,205293,The Legends EP: Volume II,AR5OH1V1187FB574C3,Kenny Wayne Shepherd,386.48118,7,0.554,90.514,1,0,"Born In Louisiana [with Clarence Gatemouth"" Brown] [Live]""",0,0.518418707
4987,SOROTVP12A8C13A565,103612,Sugar and Spite,ARZAJ9C1187B9A21F4,Unkle Bo,252.18567,6,0.704,124.094,4,0.465,What Do I Know,2006,0.482804276
4988,SOCLLUZ12A8AE47ACE,138168,Twelve Year Silence,AR7W7Z01187B998286,Dark new Day,278.02077,10,0.527,133.985,4,0.896,Free (Album Version),2005,0.334706549
4989,SOIUETF12AB0189B73,812008,Sailor Songs,AR2F37U1187B990860,"bGina V. DOrio""""",139.91138,5,0.148,168.628,1,0,Naval War,2004,0.229144104
4990,SOCJBTL12AB0188831,662522,What Is Light? Where Is Laughter?,ARJGRNY11F4C847277,Twin Atlantic,240.19546,9,0.621,141.925,4,0.822,What Is Light? Where Is Laughter? (Acoustic Version),2008,0.439202489
4991,SOAVZWL12AB01815B3,395418,At The Crossroads: The Blues of Robert Johnson,AR5U94U1187FB5CDCF,John Hammond,262.16444,9,0.604,204.255,7,0.608,Preaching Blues (Up Jumped The Devil) (1978 Version),0,0.250732375
4992,SOXWZRB12A67ADAF43,16743,Saosin EP,ARGO67V1187B9968D2,Saosin,254.27546,6,0.517,125.062,4,0.934,Bury Your Head (Acoustic),2005,0.596571198
4993,SOLIDWN12A8C1411A5,248385,Step Up,ARDK87R1187B98D51C,"bFlamin Groovies""""",199.49669,7,0.382,159.337,4,0.85,Step Up,1991,0.248418733
4994,SOJWGSK12A6D4F6FC4,34555,Lonesome Picker Rides Again,ARYVJYT1187FB484D7,John Stewart,169.79546,9,0.276,80.169,4,0.006,Wild Horse Road  (LP Version),0,0
4995,SOHSAOT12AB018558E,500309,Alles Klar,ARQAXT91187B99103A,UKW,215.562,7,0.051,89.593,4,0.568,I Will (Patitu),0,0
4996,SOREMQU12AB017D2DC,335846,Movie Soundtrack,AROF4LP1187FB41C51,Selena,222.11873,7,0.223,123.759,4,0,Disco Medley (Live At Houston Astrodome),0,0
4997,SOKHRQI12A8C13F53E,64782,Come Home With Me,ARMB95F1187B9B5B93,"bCamRon / Juelz Santana / Jimmy Jones""""",301.50485,6,0.659,163.57,4,0.772,Come Home With Me,2002,0.499445835
4998,SOEZSOC12A58A7C152,226687,"bHey! Theyre Just Jokes!""""",ARJ6WGW1187B9913E,Willie Barcena,146.59873,1,0.353,116.784,1,0.737,Military Man,0,0
4999,SONXFRI12AB018726F,796774,Look At Yourself,AR87K371187FB5AA8E,Uriah Heep,252.9171,5,0.774,143.14,4,0.182,What Should Be Done,1971,0.561469137
5000,SOGTHUU12A67020FF8,8759,"bIm Gonna Be Dead Someday""""",ARKQN8X1187B99221C,Joe Rogan,268.25098,4,0,106.229,4,0.161,Voodoo Punnany (Album Version),2000,0.212045405
5001,SOTLLRE12A6D4F8EFF,56996,The Projected Passion Revue,AR8CT8U1187FB4D803,Dexys Midnight Runners,245.36771,1,0.573,155.521,1,0,Breaking Down The Walls Of Heartache,1991,0.394394856
5002,SOIDHVM12AB0183B34,338991,Remembering The Sixties,ARTHWIZ1187FB4258D,Frank Ifield,152.92036,4,0.933,85.216,3,0.404,"bHell Have To Go""""",0,0
5003,SOGXSWA12A6D4FBC99,186933,"bLupe Fiascos The Cool""""",ARPFHN61187FB575F6,Lupe Fiasco feat. Matthew Santos,213.34159,2,0.303,140.046,4,0.759,Fighters (feat. Matthew Santos) (Amended Album Version),0,0.664151703
5004,SOMFIFG12AB018D4AD,677363,Catching Zinc,ARWQ2Y71187FB504C0,Perpetual Loop,386.97751,10,0.603,189.972,4,0.036,Release,0,0
5005,SOVAGPG12AB0189963,810380,Jazz Set In Montecarlo - Volume 1,AR3THYK1187B999F1F,Joa~o Gilberto,98.14159,9,0.494,109.107,1,0,Samba De Una Nota So\xc2\xb4,0,0.525497119
5006,SOECRTE12A8C14296D,428521,Approaching Normal,ARDQ62L1187FB56FF0,Blue October,223.29424,11,0.166,116.896,4,0.316,Blue Skies,2009,0.779756966
5007,SOJIOBS12AB017F545,536523,Donde Estas Corazon,ARXTM8U1187B99F200,Pablo Montero,169.82159,10,1,97.874,4,0.653,Amor Bonito,0,0.236216279
5008,SOQDNNN12AB018414A,409333,Fight My Battle For Me,ARN4IYF1187FB49D76,Pagan Wanderer Lu,297.66485,4,0.874,87.999,4,1,Ten Cities Is Not A European Tour,0,0.212045405
5009,SOBBKJX12A8C145CE,527354,Platinum & Gold Collection,ARZL6CE1187FB3F264,Mindy McCready,240.69179,2,0.26,124.218,4,0.951,"bYoull Never Know""""",1997,0.655953232
5010,SOCTKZS12A58A7C5E6,249472,Truck Driver,ARD7TVE1187B99BFB1,Casual,270.78485,4,0,83.979,4,0.93,Let Me,0,0
5011,SOSQLKB12A6D4F84FE,29482,Retratos,ARV6QHT1187FB5537A,Nana Caymmi,298.9971,11,0.833,106.012,4,0,\xc3\x9altimo Desejo,0,0
5012,SOGJTUB12AB017FA85,799234,The Full Album,AR8H5LL1187B9AC8F0,Bikini Machine,280.76363,9,0.183,109.402,5,0.533,The Race,2009,0
5013,SOVYUTS12AC4688BF4,686408,Irie Reggae,AR3TITY1187B99E790,Dwayne_ Gyptian,245.52444,10,0.009,137.89,4,0.756,Rudeboy Shuffling,0,0.436751763
5014,SONNQPW12A6D4FAB57,226246,Cuerpo A Cuerpo,ARRJFJ31187B9961EF,Sergio Dalma,253.59628,11,0.427,164.024,4,0.457,Un Cachito De Ti,1995,0.265861049
5015,SORIGHO12AB0184BED,575413,Warp20 (Recreated),ARIMJFK1187FB4ED3E,Luke Vibert,347.8722,8,0,65.658,1,0.367,LFO [Original by LFO],0,0.556835556
5016,SOSOSQO12A8C13A23A,265739,The Crowning Of Prince Jammy,ARJDMBO1187B9AD118,Johnny Osbourne,226.69016,1,0.995,128.532,4,0.043,Mr. Marshall,0,0.327736683
5017,SOZCARG12A6D4F74D1,28023,No Name Face,ARUTEVU1187B9ACAF9,Lifehouse,360.95955,8,0.474,141.78,4,0.982,Simon,2000,0.664556227
5018,SOSDZBN12AB01815C3,540308,You Break It...You Bought It!,ARI648V1187B9B5379,Michael Stanley Band,257.61914,5,1,167.336,4,0,Where Have All The Clowns Gone,1975,0
5019,SOIXCUV12AB017F48C,542446,Home Town Hero,ARWADDH1187B98FDB,Home Town Hero,206.88934,8,0.807,161.991,4,0,Twelve Ounce (Album Version),2002,0.253834736
5020,SOQSEFW12AB0189888,714369,Monster Zero,ARM8EYV1187B9B144D,Misty Roses,290.7424,8,0.439,105.046,4,1,Innsmouth Jewelry,0,0.193711018
5021,SOIKAUS12AB018AD93,517848,River of Gold,AR00LNI1187FB444A5,Bruce BecVar,257.93261,9,0.542,135.929,4,0.587,Your Heart Can Sing,0,0.229144104
5022,SOBMXRG12A6D4F9517,29046,Mamouna,ARIZODP1187B9AD272,Bryan Ferry,247.11791,3,0.58,119.897,1,0,"bDont Want To Know (1999 Digital Remaster)""""",1994,0.487112195
5023,SOJTITX12AB0183525,369461,I Got To Find Me A Woman,AR63RWN1187FB3E89A,Robert Lockwood_ Jr.,274.70322,2,0.591,90.64,1,0,Feel Like Blowing My Horn,1998,0.253834736
5024,SOQIYTK12AB0189CCF,560372,Misanthropy Pure,AR8HQBB1187B99F7B,Shai Hulud,188.29016,2,0.208,136.331,4,0,We Who Finish Last,2008,0.693655624
5025,SODSFMM12AAF3B4962,382324,Little Of The Past,ARVQV7Q1187FB59C5D,Little Angels,229.01506,0,0.54,85.163,4,0,The First Cut Is The Deepest,1999,0
5026,SOUEUYT12A58A7DB62,748638,Greatest Hits 2001-2009: Deluxe Edition,ARNQAVF11F4C844C04,Despina Vandi,253.07383,10,0.194,130.022,4,0.557,Gia,0,0.706714939
5027,SOLKNII12AB01823D9,439529,Best of (Deluxe Version),AROGAPH1187B98CF9C,B\xc3\xa9nabar,243.59138,0,0.625,143.143,4,0.362,La Pierrade,2007,0.299877488
5028,SOMMXAD12A58A76FBF,138515,In The Wake Of Determination,ARF6ZTO1187FB3684F,Story Of The Year,145.3971,10,0.059,209.695,4,0.493,Meathead (Album Version) (Non-PA),2005,0.624180159
5029,SOODUWF12AB017A0B8,386453,Back 2 Tha Clap,AROI2SN1187B98E9FD,Kokane,208.03873,0,0.282,94.854,4,1,Straight Coats,0,0.212045405
5030,SOXVOIG12A8C13D07D,303281,The Best Of,AR0QT3O1187FB56860,Ronnie Drew,195.00363,9,0.954,117.141,4,0.162,Seven Drunken Nights,0,0.338326641
5031,SOUXEOI12A6D4FB18E,65619,Mecca And The Soul Brother,AR9OMFE1187FB3BB54,Pete Rock & C.L. Smooth,286.69342,1,0.69,101.779,4,0.978,They Reminisce Over You (Single Version),1992,0.932274163
5032,SOFKVJV12A6D4F8F4,47334,The World We Knew,ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra,132.5971,10,0.407,88.47,4,1,Talk,0,0
5033,SOIRCWN12A6D4FC58D,59773,Contagious,ARGQANQ11F50C4769E,Y&T,201.74322,3,0.483,123.788,4,0.521,Contagious,1987,0.666532379
5034,SOWZWPJ12A58A7918F,389998,No Limits,ARMP9P61187B9B04B3,Marco Rima,362.9971,9,0.645,187.511,4,0.796,Der Kleine Idiot,0,0
5035,SOKWHHK12AB01895AA,713194,Everything_ I Bet You,ARSWORN1187B991A7,The Honeydogs,221.07383,11,0.63,117.003,4,1,Kandiyohi,0,0
5036,SODPTLB12A8C13E227,111347,\xc3\x9cberfall,ARGBG2T1187B9B1670,Massive T\xc3\xb6ne,310.25587,8,0.19,92.872,4,1,Notify The President Feat. Celestial Souljahz - Shabazz The Disciple & Freestyle,0,0.304169503
5037,SOZSKYN12A8C13A883,299181,Martina,ARF3GX71187FB3EB66,Martina McBride,349.33506,1,0.392,127.434,4,0,"bGods Will""""",2003,0.664130346
5038,SOUUJHP12AB018FA32,769640,Arika Kane,ARKGGBJ122ECCBAC65,Arika Kane,236.66893,5,0.6,119.987,4,1,Never Really Knew U,0,0.231527682
5039,SOSHZVC12A58A79BC7,294758,The God Chasers,AREXX3T1187B989950,Scott Krippayne,231.07873,9,0.545,115.934,3,0.741,I Want To Know You More,0,0.279172345
5040,SOSWCXN12A6D4FAE3C,176456,Brenda Lee,ARGKD4W1187B990E04,Brenda Lee,188.26404,7,0.658,89.13,4,0.241,Your One And Only (LP Version),1960,0.244099686
5041,SOBMQPO12AB0189FC,711654,\xc3\x84rger Mit Der Unsterblichkeit,ARGR98V1187FB3A1B9,Andreas Dorau,224.54812,0,0.062,104.321,4,0.924,Warten,0,0
5042,SOKGCTC12A8C13D300,261285,Martina,ARDNW1B1187FB4ABB,Africando,460.48608,5,0.841,90.861,4,0.473,Lindas Africanas,2003,0.358976526
5043,SOGQRTH12A6D4F41A0,23951,Come A Little Bit Closer,ARBJI5N1187FB400D0,Jay & The Americans,137.19465,5,0.786,119.441,4,0.564,Some Enchanted Evening,1988,0.628296796
5044,SOHMWZN12A8C13C088,204336,"bThe Warriors Code""""",ARD2NDU1187B99B615,Dropkick Murphys,175.96036,7,0.485,140.618,4,0,The Burden (Album Version),2005,0.651569826
5045,SOSYUFL12AB017D815,445461,None Shall Pass - Instrumentals And Accapellas,AR6F6I21187FB5A3AA,Aesop Rock,272.87465,0,0.039,148.017,4,0.363,No City - Instrumental,0,0.304169503
5046,SOAWKUR12A8C1402E1,174382,The Best Of Antonio Carlos Jobim,AREYIHC1187B99CE0,Brasilian Tropical Orchestra,191.03302,6,0.186,90.336,3,0.405,Retrato Em Branco E Preto,0,0.270775999
5047,SOEGWFT12A6D4F89FD,64495,Terminate Damnation,ARC7C241187B990F7F,Becoming The Archetype,308.74077,8,0.326,198.464,4,0.074,Ex Nihilo,2005,0.652436655
5048,SOLDTSJ12A58A78E1,542511,Terror Squad,ARLGUTA1187B9B605F,Terror Squad featuring Big Pun,199.99302,1,0.351,180.017,4,0.345,Watcha Gon Do?  (Explicit LP Version),0,0.375984302
5049,SOWQNPV12A6D4F980D,47592,Flying Cowboys,ARXPE571187FB4AFD0,Rickie Lee Jones,331.36281,0,0.717,87.94,4,0.836,Away From The Sky,1989,0.459724988
5050,SOFMOHX12A8C140B74,307594,7 Days In Memphis,AREVNQH1187B98FDD,Peter Gallagher,182.282,5,0.504,104.131,4,0.939,Everytime It Rains,2005,0.287643396
5051,SOSPPHQ12A58A7C079,508143,Tesoros De Colecci\xc3\xb3n,ARQHLIO1187B98AA6A,Jay P\xc3\xa9rez,223.65995,7,0.607,101.901,4,0.178,Voy A Olvidarme,0,0
5052,SONFHNY12A8C134D9A,196569,"bAdam Richman Live at Maxwells 02/28/2006""""",AREF29Y1187B9AAFA3,Adam Richman,344.94649,3,0.68,127.677,1,0.17,From The Pain,2005,0.39407153
5053,SOWSDYA12A8C134D67,143438,The Hits,ARVNGA71187FB3C107,Faith Hill,219.84608,7,0.693,118.077,3,0.583,Red Umbrella (Album Version),2007,0.573019828
5054,SOBAORS12A6D4F6820,21648,Chasing Daylight,AREPD8D1187FB3F5BC,Sister Hazel,235.72853,10,0.799,217.13,4,0.326,Come Around (LP Version),2003,0.627363448
5055,SOTKTCQ12AB01863FF,409164,Joe Sent Me,ARZFRQM1187B9A9772,Vanessa Daou,252.86485,4,0.061,113.968,4,0.558,Black & White,0,0.386790177
5056,SOBMXKO12A8C138F28,154651,Flesh And Bone (Intl. World Territory),AREMOC71187B996C2F,Lara Fabian,222.64118,10,0.445,139.711,4,0.337,Surrender To Me,0,0
5057,SOFKKHD12AB0183B47,342587,Modern Times,AR1WC0X1187B991056,Jefferson Starship,240.3522,9,0.819,189.735,4,0.573,Stairway To Cleveland,1981,0.327736683
5058,SOPOWJI12A8C14159F,170018,Reaching For The Best,ARH8VT91187FB49CA2,The Exciters,194.53342,5,0.328,137.237,4,0,Reaching For The Best,1994,0.676281395
5059,SORBTDC12A6D4F4F6,80847,"bIve Got The World On A String""""",ARS7WBX1187B98CA38,Buffalo Nickel Band,200.25424,7,0.638,163.759,4,0.623,Palm Springs Jump,0,0.19065616
5060,SOROOOR12AB018572F,804150,Kurbads,ARFN3YG1187B9AD9F1,Skyforger,252.81261,7,0.722,100.138,4,0.37,In the Underworld,2010,0.535106025
5061,SOBUDEU12AB018431E,392422,Grande,ARFFR931187B98F51F,Mother Superior,169.63873,1,0.068,145.48,4,0.39,Get that Girl (Remix),2008,0.265861049
5062,SOHKBRH12AC9075908,739931,Des vies,ARKEBNJ126E2B3BF7E,Th\xc3\xa9ophil,305.3971,4,0.178,109.373,5,0.346,Madame Irma,0,0
5063,SOLYOES12A8C1332E6,241191,Early Rythms,AR78WG01187B98E404,Johnny Pacheco,183.03955,0,0.528,117.125,4,0.524,Mi Musica Es Para Ti,0,0.582918458
