Lyrics,wordCount,charCount,avgWordSize,stopwords,numerics,upperCase,lowerCase,song_hotttnesss
"There's lots of sense keepin' things as they are with the Swiss accounts burstin' boullion bars.  Scam after scam, you've seen 'em all but if you dropped this monster shock'd be who'd fall.  The young get stung by the power and pace, while some greasy shark's twistin' bibles in your face.  You're nitpickin' details and playin' the cynic, but there'd be no glamor getting off at the clinic.  Janus, the ""Victimizer"", you two-faced illegalizer. Your small Frankensteins cross datelines.  ",85,488,5.113924051,31,0,0,70,0.383934684
There were times When I needed you To squeeze and hold me tight There are times Whoa late at night I want to satisfy yeah  Ooh wee baby Ooh wee little girl Ooh wee darling All around the world ,41,193,3.923076923,8,0,2,28,0.375984302
"All these words inside my head No I don't know whom to choose Should I stay with what I have Have I got something to lose?  All these different things I feel No I don't know what to trust Can I know which one is real? Can I know which one I've lost?  Am I losing love, can I give enough ",64,287,3.672131148,17,0,10,41,0.594362489
INSTRUMENTAL,1,12,12,0,0,1,0,0.215080319
"Don't wanna remember  Your magic blue eyes I never forget, when you looked at me In the summer of love We've been always together, we were free  But where are you now I can't find you in my dreams The summer is coming I feel so alone I can't believe  Don't wanna remember The last summer of love Don't wanna remember The summer of broken hearts ",70,345,4.181818182,20,0,4,52,0.265861049
"A pretty girl a desert island if we we're shipwreck and she was smiling what, what id do will I still be true to you a million bucks a big ol mansion a millionaire said I could have it if I gave you up well hunny he'll be out of luck cause even if I try even if I wanted to even if my life dependent on me telling you goodbye I couldn't said the word ",77,351,3.618421053,33,0,7,69,0
"(Myles Goodwyn) Published by Northern Goody Two Tunes, Ltd./CAPAC - ASCAP  On assignment to the new world They said there'd be more chance for war Missed the shuttle to the main star They promised they'd be back for more, oh yeah Then the warships came without a sound There were at least a hundred of them bearing down  Caught in the crossfire Caught in a world insane, Lord War of the empire No one will be the same, oh Caught in the crossfire ",86,446,4.34939759,30,0,1,61,0.515132469
I remember the night you weren't at home Had to work late is what I heard That's what you said  I can never forget the way it felt You needed some time to work it out That's what you said  And now I feel a fool 'Cause late at night I call your name I'm wondering what for 'Cause I've seen those other guys Sniffin' around your door  Whatever happened to the words Lovers for all eternity? That's what you said  Well I was your Romeo You were my Juliet eternally ,96,462,4.032967033,37,0,6,68,0.513189736
somebody loan me a dime I wanna call my old time used to be (twice) my woman been gone so long and now it begin to worry me ,29,124,3.428571429,13,0,1,27,0
"Chris eatondavid velsquez Al mundo dios am, que a su hijo l nos di Y todo aquel que creyera en l No perezca ms tenga vida eternal He tratado de hallar palabras que decir Y hacerte conocer a un dios de gran poder Nada puede en este mundo comparar ",50,246,4.020408163,2,0,2,42,0.642091038
"(Richie McDonald)  Turn to the six o'clock news, another soldier dies Tried to hide it but I couldn't help it, I had to cry When my little boy asked me daddy was he your friend I said no, I didn't even know him.  But he was somebody's someone, a neighbor, a husband A brother, a father, and a mother's only son He was an uncle, a cousin, somebody's best friend And I'm sure at times a shoulder to lean on He was somebody's someone. ",87,432,4.119047619,30,0,5,69,0.259183466
"Is it strained, when I call you Or do you think, that I might forget Oh your love, is radiating The farther away I go I go  Do you count, on me now And do you wait, up for me all night I wish I could run, to you when you need me You know I can't be far ",61,253,3.271186441,24,0,7,45,0.266955186
"They didn't have you where I come from Never knew the best was yet to come Life began when I saw your face And I hear your laugh like a serenade  How long do you want to be loved Is forever enough, is forever enough How long do you want to be loved Is forever enough 'Cause I'm never, never giving you up  I slip in bed when you're asleep To hold you close and feel your breath on me ",83,384,3.775,31,0,4,65,0.430160637
"So, you've come Look down, my angel eyes Hold my gun My heart can't recognise home  And you'll say run I think I heard you come undone  You lose your way I know I can't feel that way  You say shut up ",46,200,3.69047619,8,0,4,31,0.865831829
"No one cares! Been there done that, never seen you around Your claim to my friendship never existed The truth is you were not to be found You must have imagined it, you just never had it  You talk about it ",43,206,4,17,0,0,35,0.588922168
"No, Yeah, Ohhhhhhh I need you here with me The days are long and nights are cold without you here with me and you're the only one I want to hold Nobody else can help me Been workin so hard every day to do what I gotta do. But boy I miss you in every way So hurry up and come through. Baby I need you here with me Or else I'd rather be lonely No one can hold me like you do, Please me like you do, there's no one else but you no. Baby I need you here with me Or else id rather be lonely no. You're the only one that can Truly understand my heart. See life can sometimes be so hard Ladies do you feel me. There's so much pressure on our hearts. Sometimes it gets lonely. It's so hard to find a good man to give you back the love that you give him. ",161,746,3.6625,66,0,6,132,0.670787538
"I crashed in the jungle while trying to keep a date With my little girl who was back in the States I was stranded in the jungle, afraid, alone Trying to figure a way to get a message back home But how was I to know that the wreckage of my plane Had been picked up and spotted and my girl in Lover's Lane  Meanwhile, back in the States   Baby, baby, let's make romance You know your old-time lover hasn't got a chance He's stranded in the jungle, sad as he can be So come on pretty baby, just you and me   Meanwhile, back in the jungle   The boys in the jungle had me on the run ",125,578,3.88034188,54,0,3,99,0.494489518
"In your trance your dance Recalls and records The footprints of a painful history Body shaking You try to assemble thoughts Of a raging memory And your feet stand hard On the Kalahari sand In your dust, your stones We see the ghostly shadows ",45,242,4.5,12,0,0,33,0.246101389
"Vogue, vogue Vogue, vogue  Go with the flow Go with the flow  Come on, vogue Let your body move to the music, hey, hey, hey Come on, vogue Let your body go with the flow, you know, you can do it  Look around everywhere you turn is heartache It's everywhere that you go You try everything you can to escape The pain of life that you know  When all else fails and you long to be Something better than you are today I know a place where you can get away It's called a dance floor, and here's what it's for, so  Come on, vogue Let your body move to the music, hey, hey, hey Come on, vogue Let your body go with the flow, you know you can do it  All you need is your own imagination So use it that's what it's for Go inside, for your finest inspiration Your dreams will open the door  It makes no difference if you're black or white If you're a boy or a girl If the music's pumping, it will give you new life You're a superstar, yes, that's what you are, you know it  ",203,963,3.922680412,82,0,1,166,0.265861049
"I ran into a friend of yours the other day And i asked her how you've been She said my girl is fine; just bought a house, Got a job, real good man I told her i was glad for you; that's wonderful But does she ever ask 'bout me? She said she's happy with her life right now Let her go, let her be And i told myself i would, But something in my heart just would not let you go I just wanna know  What if we were wrong about eachother? What if you were really made for me? What if we was s'posed to be together? Would that not mean anything? What if that was s'posed to be my house That you go home to every day? How can you be sure that things are better? If you can't be sure your heart is still here with me Still wanting me ",156,724,3.694805195,74,0,3,134,0.528782481
"Look, how the wind carries the sea And see how the soul supplies what it needs The rain falls, the sun shines and a flower breaks free And it all works together, why can't we? And I have seen children at play in the park Skin shades of ivory, red, yellow and dark My eyes saw colors, their little hearts could not see They were playing together, why can't we? Why can't we, why can't we? ",77,388,4.105263158,24,0,1,66,0
"The naked truth is a blaspheme Shut your eyes and you won't see Save us all from the fate of a harsh reality The power of seduction Only leads to more corruption Decadence induced in youth From the devil's anarchy  Save us all  From what our eyes behold Spare us all  From what our ears are told  Show us all, you know the way Regulate our minds each day Tell us what we need to know Lobotomy slow Give us all you got big brother We look to you, there is no other ",98,466,3.884210526,37,0,0,76,0.253834736
"Shouldering the blame Walking into frame Like a lighted silhouette, against a cotton sheet You smile in the crease.  ",21,117,5.105263158,7,0,0,15,0.427446571
