SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss,Lyrics
2718,SOBKSMX12A6D4F9750,166718,Say Say Say (Waiting 4 U),ARMGO941187FB3B52A,Hi-Tack,345.96526,7,0.395,129.146,4,0,"bSay Say Say (Waiting 4 U) (Tocadiscos Not Guilty Remix)""""",2006,0.323112121,I don't want your love It's not that I think you're insincere. It's just post-ironic sentiment I'm afraid of.  You won't say goodbye. And I haven't I made it crystal clear. You sit facing me sip your tea and philosophize. ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2719,SOFPYWI12AB017E7C0,484720,Action / Adventure,AR1WLWQ1187B989B85,Dealership,103.52281,10,0.691,107.002,4,0.518,"bI Dont Want Your Love""""",2004,0.355139302,
2720,SOZBCID12AC468B7E6,686183,The Walking Cycloon,ARFZNR41187B990AF7,Sunnyland Slim,148.47955,9,0.658,106.545,1,0,Hard Times (feat. Floyd Jones),0,0.215080319,
2721,SOLDBZO12A8C13D2A5,259754,Rumba Congo,AROQ9OT1187B99E88D,K\xc3\xa9k\xc3\xa9l\xc3\xa9,264.12363,9,0.62,139.243,5,1,Dido,2001,0.334706549,
2722,SOKYNPU12A6D4F8462,29467,Corazon De Barco,ARJRQL51187FB541A,Juan Carlos Baglietto,225.33179,0,0.612,86.794,4,0.07,Amor Siciliano,0,0.249065795,"Oh shh Yo Jon-John this track is crazy You know how I do Brown town, Roc-A-Fella  Where my ballers at? Where my thugs at? Where my fellows at? Where my Coins at? Where my bitches at? Where my ladies at?  Where my ballers at? Where my thugs at? Where my fellows at? Where my Coins at? Where my bitches at? Where my ladies at?  Let me know what the deal, keep it real If you wanna build Ain't nothing wrong with a roughneck Rockin' dirty timbs, baggy jeans and a nice chest  What you do on the low? You bling-bling You's a thug for sure, I want ice cold ice, hit me off Wanna break me off, you gotta break me off Break me off  However you wanna get down I can get down, baby, like you get down You know I don't play around If you got diamonds, maybe we can get down  However you wanna get down I can get down, baby, like you get down You know I don't play around If you got diamonds, maybe we can get down, get down  Can I live? Let me live, you want me Then you gotta give ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2723,SOIHARY12A8C1338E8,282390,All Money Is Legal,ARC18161187FB4CF4,Amil,269.19138,7,0.397,90.894,4,0.724,Get Down,2000,0.334706549,
2724,SOIJZUS12A6D4F73B1,84421,One More Time!,ARGPFYP1187B98F5C,The Highwaymen,277.83791,7,1,154.188,3,1,Abilene,0,0.251407878,INSTRUMENTAL
2725,SOQFVNY12A58A7F001,201649,"bPassin The Faith Along""""",AREAEX91187B98DC01,Gaither Vocal Band,180.92363,7,0.816,86.249,4,0.701,"bPassin The Faith Along""""",0,0.438545029,
2726,SOMAJVT12A6D4FB162,226559,Sanddollars EP,AR0B3RS1187FB48F5D,Why?,173.68771,0,0.719,132.462,1,0.069,"bMiss Ohios Nameless""""",0,0.574693297,"Bleed in your own light, dream of your own life I miss me, I miss everything I'll never be, and on, and on I torch my soul to show the world that I am pure Deep inside my heart, no more lies  A crown of horns, an image formed deformed ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2727,SOARXSQ12A67020F78,10147,Siamese Dream,ARN5NHX1187FB4F755,The Smashing Pumpkins,246.93506,0,1,115.938,3,0.733,Rocket,1993,0.713749944,ayer me acorde todo el tiempo de ti imaginandote junto a mi  y hoy me acorde nuevamente de ti pensando en aquellos momentos que estabas aqui por que tu ya no estas aqui ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2728,SOBWYOK12A6D4F9314,35114,Super Riddim Internacional Volumen 1,ARF1E421187B9AF8C4,El Gran Silencio,300.09424,7,0.156,143.947,4,0.793,Ayer,0,0.253834736,
2729,SOHPFBD12A8C133971,188189,Wild Imagination,AREXX3T1187B989950,Scott Krippayne,230.00771,1,0.073,96,4,0.145,The Main Thing (LP Version),0,0,
2730,SOGOFSR12A8C13CE47,219138,"bBrokers Banquet""""",ARLK1A71187B9AECD2,Yuppie Pricks,134.50404,11,0.647,106.662,4,0,Prick For President,0,0,
2731,SOSRUNU12A6D4F988C,75091,Neendran,ARCT2BM1187FB3D02A,Babbu Maan,227.7873,4,0.518,94.986,4,0.48,Kudian Kudian,0,0,"Oh every day It's a getting closer Going faster than a roller coaster With a love like yours Will surely come my way  Yeah, every day Seems a little faster All my friends They say go on up and ask her With a love like yours Will surely come my way  Oh every day seems a little stronger And every day lasts a little longer ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2732,SODNXEC12A8C130EFA,283192,Greatest Hits Volume 2,ARSF0K11187B9AF319,James Taylor,197.11955,4,0.296,101.967,4,0.041,Everyday,0,0.560091603,
2733,SOYOBCG12A6701FB4E,13340,"Cactology The Cactus Collection""",ARTPY6B1187B98C720,Cactus,186.69669,7,0.31,133.227,1,0.132,Parchman Farm (LP Version),0,0,"Is it a sin, to love again? I cannot win, this pain's not fair And yes I climbed the highest mountain And yes I painted you a pretty sky Now you say its over  Forgot to tell you I am sorry Never had the time to lie Now its like a sad old story Why do lovers always cry I never had the time to worry I never had the time to try Now you say its over  Is it a sin, to love again? ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2734,SOCIKSJ12AB018BEA,768961,Euphoria: A Decade of Trance Anthems,ARVV4Y41187B995F04,Deepest Blue,514.45506,6,0.437,130.013,1,0,Is It A Sin,2004,0.633197379,With tears in my eyes dear I begged you to stay You couldn't forgive me So you went away  I made a mistake dear By telling you lies Now I lay awake dear With tears in my eyes  If you ever need me Oh please let me know Where ever you lead me I'm willing to go  The past is a flower ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2735,SOSWEJS12A8C138994,208878,Fireball Mail - Country,AR2DKN01187FB3AA39,Wesley Tuttle,175.22893,2,0.721,71.705,4,0.815,With Tears In My Eyes,1992,0.265861049,"The crest light of divinity will never shine Contemporarily refined through a catastrophic hell Buried deep within the blood of traditional revolution A distrust to decipher man's evolution, The future never known A black hole of undivine nature for destruction of heresy The stellar cycle about to be sucked into the imploding dark star to resurface an early cycle of man for a new millenium Closure begins in collapse, Dissolving into the raven giant We are timeless... within damnation Outer descent thrown into a reversal of extinction No emotion within this promise of damnation ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2736,SOXVULB12AB0184DD5,667189,Funeral Dirge for the Rotting Sun,AREY3RN1187B993C5F,Goatwhore,224.86159,7,0,97.073,1,0,A Closure in Infinity,2003,0.460541281,"When I was a child I recall and old man; everybody loved old Zeke He was all alone, his family was gone; one day he said to me I'm just sittin' here thinkin' about Jesus, rockin' as my old chair creaks Some glad day I'll fly away when Jesus comes calling for me It might be today, it might be tomorrow, maybe one day next week I'll soon be done with trouble and sorrow when He comes calling for me When Jesus comes calling for me When I die don't grieve and cry Lordy, don't feel sorry for me ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2737,SOYEFDU12A6310F400,1484,The Collection,ARYJSY01187B9B7C65,Dolly Parton,166.24281,1,0.24,139.981,3,0.069,When Jesus Comes Calling For Me,1998,0.301681757,"Darkchild yeah, oh yeah Toni Braxton, oh Ha-ha, uh-huh Yeah, uh, uh Darkchild yeah Listen girl, who do you think I am? Don't you know that he was my man? But I chose to let him go So why do you act like I still care about him? Looking at me like I'm hurt When I'm the one who said I didn't want it to work  Don't you forget I had him first! What you thinkin', stop blaming me He wasn't man enough for me If you don't know now here's your chance I've already had your man Do you wonder just where he's been, yeah Do not be worried about him Now it's time you know the truth  I think he's just the man for you What are you thinking? Did you know about us back then? Do you know I dumped your husband, girlfriend? ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2738,SOQCQNU12A8C138694,310752,The Essential Toni Braxton,ARAEX7Y1187FB42D36,Toni Braxton,262.08608,11,0.048,175.959,4,0.792,"bHe Wasnt Man Enough""""",2000,0.796349156,
2739,SOQEEGM12A8C13C4EF,109012,Michael White,ARNYDR91187FB542BF,MICHAEL WHITE,239.64689,3,0.601,124.237,4,0,Dirty Dancer  (LP Version),0,0.239062887,
2740,SOXYJAJ12A81C22F87,273658,The Real Enemy,ARPTJHV11F4C83EF53,Mighty Diamonds,242.23302,9,0.729,171.377,4,0.163,I Say No,0,0,I used to be a fool And think that life was cruel and full of hate But now I see Things are not so bad (things are not so bad) If only I had had someone to hold my hand like you I'd do it then  I'm so happy now You changed my life somehow I'm so happy now ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2741,SODYQME12A6D4F6FB4,34573,"bGroovin""""",ARSYOWS1187FB41157,The Rascals,170.63138,9,0.711,124.335,1,0,"bIm So Happy Now (Single Version)""""",0,0.52975745,"Last night these two bouncers and one of em's alright The other one's the scary And his way or no way, totalitarian  He's got no time for you Looking or breathing How he don't want you to So step out the queue He makes examples of you And there's no you can say Behind they go through to the bit where you pay  And you realize then that it's finally the time To walk back past ten thousand eyes in the line  And you can swap jumpers and make another move Instilled in your brain you've got something to prove To all the smirking faces and the boys in black ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2742,SODKJWI12A8151BD74,443784,"bWhatever People Say I Am_ Thats What Im Not""""",ARM0P6Z1187FB4D466,Arctic Monkeys,193.43628,9,0.503,184.023,3,0.036,From The Ritz To The Rubble,2004,0.771888914,I'm getting tired Of hanging 'round Think I will marry And settle down 'cos this old nightlife This old sportlife Is killing me  I've got a letter From my home Most of my friends are Dead and gone I begin to worry ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
2743,SOJKFQE12A58A7CA77,47666,The Road To Escondido,AR93D4D1187FB3ACAD,J.J. Cale & Eric Clapton,211.17342,5,0.27,113.151,3,1,Sporting Life Blues (Album Version),0,0.436751763,"My love How I often think of you, endless always is my love for you just the thought of you calling my name and I'm on my way  So many days I sit and think back, of all the things I take back if I had a wish it would be that, I'd be there for you  I think of you everyday, I see your love so far away and then you turn and hear me say that I will love you always  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2744,SONFKVB12A6D4FBA9A,225991,Just For You,ARIK43K1187B9AE54C,Lionel Richie,296.09751,4,0.575,84.821,4,1,In My Dreams,2004,0.43965466,
2745,SOBASZR12AB0188D8E,470948,Beasts of Burden,ARWUK9L11C8A42C37,Workhorse,276.37506,7,0.808,132.093,4,0,My Friend the Blind,2007,0,"I keep hearin' your concern about my happiness All that thought you've given me is conscience I guess If I were walkin' in your shoes, I wouldn't worry none While you and your friends are worryin' 'bout me I'm havin' lots of fun  Countin' flowers on the wall, that don't bother me at all Playin' solitaire 'til dawn with a deck of fifty one Smokin' cigarettes and watchin' Captain Kangaroo Now don't tell me, I've nothin' to do ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2746,SODSKGE12A8C144435,611966,Lost Treasures: Rare And Unreleased,ARJUNZD1187B9A5DAE,Herb Alpert And The Tijuana Brass,126.79791,2,0.75,184.279,1,0.114,Flowers On The Wall,0,0,
2747,SOSOEOS12AC468911E,782602,LeftBack,ARF3FBD1187FB40B90,Little Brother,245.28934,11,0.542,100.415,4,1,Second Chances feat. Bilal & Darien Brockington,2010,0.67533421,
2748,SOVJSWO12A8C13426D,142324,Polkas de mi Tierra,ARSWXNX1187FB3D04E,Chango Spasiuk,36.20526,5,0.093,84.212,1,0.904,Autores Anonimos,1998,0.249065795,"I'm stuck in the vast shifting space where gravity disappears. I'm orbiting some random place that I haven't seen for years. I'm darting around on a path of Brownian mystery. I can't tell what's the ground or what's the sky or what's in between!  I've been away for so long that I've ended up right back home, Amongst the family galaxy of nothing that stays the same. I'm in the family galaxy and we only have one rule: Keep changing every day, don't stay the same or you'll be a fool! ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2749,SOBNYPF12AB0179B22,532011,Listening Tree,AR8U8G41187B9A833,Tim Exile,305.55383,10,0.255,116.795,4,0.772,Family Galaxy,2009,0.55000836,"Been waiting for an end in a life filled with all those little stories. (Say what you want, say what you need) Our last encounter, (Say what you want, say what you need) Still stings like alcohol, And all the stones and prison bars that stood in the way of my amends. Forgive me.  I know you killed for me, you're sailing with the rock, Aileen. Promise you'll come for me, the sixth of June will bring you home. Say what you want, say what you need, Cause tonight is your last chance to reach me. ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2750,SOIARWN12AF72A5A63,479604,Sirens,ARJGQJD1187B997A00,It Dies Today,184.24118,6,0.615,160.126,4,0.122,Sixth of June,2007,0.708486719,"Feel it closing in Feel it closing in The fear of whom I call Every time I call I feel it closing in I feel it closing in  Day in, day out Day in, day out Day in, day out Day in, day out Day in, day out Day in, day out Day in, day out Day in, day out  ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2751,SONRCXL12A8C13ABE3,343322,"bStill [Collectors Edition]""""",ARKZXSQ1187B9AC9F3,Joy Division,218.56608,2,0.656,162.394,4,0,Digital [Live at Birmingham University] [2007 Re-mastered],0,0.447135796,"You couldn't break me in the end... (oh no) And such a freedom I enjoy When you're deaf to the sounds you trust If that was all you've got, my friend... (oh no) Then set yourself to disappoint Yeah...  Feels like I'm strapped down on this table... so tight You've got me stuck to a razor's edge And I'm trapped in a deadbolt glove You stand to cut me or enable... oh no And such a streak starts steading heads And I live for the things I love  Sad, but maybe it's true Push you back's what I'll do And it's just enough To keep you back one second longer  Take a little more than what I've got It's all I have to please you Break a little piece of what you want Bite back the hand that feeds you  Remember when things seem so stable... you know that I compromise just to appease ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2752,SOXNJYI12A67AE0EE7,17419,Dirty Little Secret,ARR1R5V1187FB4D234,The All-American Rejects,279.71873,9,0.741,147.998,4,0.168,Bite Back,2005,0.557880389,"I ain't lookin' for trouble I'm just lookin' to cheat Don't push me, man Cause I can get real mean  When you leave the house Be Ready! For you know not the hour that I come So, be ready! ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)"
2753,SOZFYIJ12AB018DB5F,670994,Show Me Your Teeth (Radio Edit),AR2AGLK1187B9AAAD0,Year Long Disaster,228.15302,0,0.122,113.978,4,1,Show Me Your Teeth (Radio Edit),0,0.256574516,
2754,SOBUBWM12AB0185123,711637,Die Peitsche Des Lebens,ARE08BN1187B98FCA3,Der Plan,136.82893,9,0.002,54.468,4,1,Alter Mann,0,0,
2755,SONBSUA12A8AE47EE5,138019,Very Special,ARYCKB61187B998E70,Debra Laws,257.48853,0,0.146,119.697,4,0.554,On My Own (LP Version),0,0.239629098,
2756,SOZPRDS12A8C134E2E,288111,Sunday People,ARY7DVZ1187FB58433,The Monroes,219.61098,4,0.655,132.369,4,0.206,Arabian Night,1983,0,
2757,SONGGNI12AB0184B1E,471671,Street Money Vol. 1,ARZYP6O1187B9892E7,Chapta_ Stage McCloud_ SupaStarr & Tony Manshino,274.38975,10,0.75,78.612,3,1,Get F#%ked Up,0,0,
2758,SOCGTRV12AAA15DE67,431228,My Suitcase Is Always Packed,ARCH7RE1187FB5B1B9,Red Stick Ramblers,194.0371,2,0.773,101.235,1,0,Why_ Now Baby?,2000,0,Laying out on some early acts Losing your way Getting way off track Ain't no stopping Time from coming  When tomorrow hits When tomorrow hits When tomorrow hits  What's easy for you ...  ******* This Lyrics is NOT for Commercial use ******* (1409617960674)
